자치구,법정동,일자,전이,계열,근거공고
강서구,과해동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강서구,내발산동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강서구,마곡동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강서구,염창동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강서구,오곡동,2027-08-26,지정 종료,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강서구,오쇠동,2027-08-26,지정 종료,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강서구,외발산동,2027-08-26,지정 종료,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
관악구,남현동,2027-08-26,지정 종료,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
광진구,군자동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
광진구,능동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
광진구,화양동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
구로구,궁동,2027-08-26,지정 종료,공공재개발|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
구로구,신도림동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
구로구,오류동,2027-08-26,지정 종료,공공재개발|국제교류복합지구|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
구로구,천왕동,2027-08-26,지정 종료,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
구로구,항동,2027-08-26,지정 종료,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
용산구,갈월동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,남영동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,도원동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,동빙고동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,동자동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,문배동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,보광동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,신계동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,용문동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,용산동1가,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,용산동3가,2027-08-26,지정 종료,서울전역아파트|외국인|용산정비창|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2025-1583호(토지거래허가구역 재지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,용산동4가,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,용산동5가,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,용산동6가,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,원효로1가,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,원효로2가,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,원효로3가,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
용산구,이촌동,2027-08-26,지정 종료,미분류|서울전역아파트|외국인|용산정비창|자연녹지|주요재건축단지,국토교통부공고제2020-657호(토지거래허가구역 지정)|국토교통부공고제2021-658호(토지거래허가구역 재지정 공고)|국토교통부공고제2022-532호(토지거래허가구역 재지정 공고)|국토교통부공고제2023-487호(토
용산구,이태원동,2027-08-26,지정 종료,공공재개발|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20250314_p3-51|시보20251106_p1135-1144|시보2026031
