자치구,법정동,일자,전이,계열,근거공고
중구,황학동,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
중구,회현동1가,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
중구,회현동2가,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
중구,회현동3가,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
중구,흥인동,2025-10-20,지정 시작,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
금천구,가산동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
노원구,공릉동,2027-01-01,지정 종료,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
노원구,중계동,2027-01-01,지정 종료,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
노원구,하계동,2027-01-01,지정 종료,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
도봉구,도봉동,2027-01-01,지정 종료,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
동대문구,제기동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
동대문구,회기동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
동대문구,휘경동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
동작구,대방동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
동작구,상도1동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,구수동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,노고산동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,당인동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,도화동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,동교동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,마포동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,상수동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,상암동,2027-01-01,지정 종료,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
마포구,서교동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,신공덕동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,신정동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,연남동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,염리동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,창전동,2027-01-01,지정 종료,모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20250409_p451-469
마포구,토정동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,하중동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
마포구,현석동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,남가좌동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,냉천동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,대신동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,대현동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,미근동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,봉원동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,북아현동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,신촌동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,영천동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,창천동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,충정로2가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서대문구,합동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서초구,내곡동,2027-01-01,지정 종료,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
서초구,반포동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
서초구,방배동,2027-01-01,지정 종료,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
서초구,신원동,2027-01-01,지정 종료,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
서초구,염곡동,2027-01-01,지정 종료,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
서초구,원지동,2027-01-01,지정 종료,서울전역아파트|신규주택공급후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)
성동구,금호동2가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,금호동3가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,도선동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,상왕십리동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,성수동1가,2027-01-01,지정 종료,모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20210422_p253-257|시보20220420_p356-360|시보20230419_p263-267|시보20240418_p342-346|시보20
성동구,성수동2가,2027-01-01,지정 종료,모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20210422_p253-257|시보20220420_p356-360|시보20230419_p263-267|시보20240418_p342-346|시보20
성동구,옥수동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,응봉동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,하왕십리동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성동구,홍익동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,길음동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동선동1가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동선동2가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동선동3가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동선동4가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동선동5가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동1가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동2가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동3가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동4가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동5가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동6가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,동소문동7가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동1가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동2가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동3가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동4가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동5가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동6가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,보문동7가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,삼선동2가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,삼선동4가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,삼선동5가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,상월곡동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,성북동1가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,안암동1가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,안암동2가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,안암동3가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,안암동4가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
성북구,안암동5가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
송파구,가락동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
송파구,문정동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
송파구,삼전동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
송파구,석촌동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
송파구,장지동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동1가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동2가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동3가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동4가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,당산동5가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동1가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동2가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동3가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동4가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동5가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,문래동6가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동1가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동3가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동4가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동5가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양평동6가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,양화동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,여의도동,2027-01-01,지정 종료,모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20210422_p253-257|시보20220420_p356-360|시보20230419_p263-267|시보20240418_p342-346|시보20
영등포구,영등포동,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동1가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동2가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동3가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동4가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동5가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동6가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동7가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
영등포구,영등포동8가,2027-01-01,지정 종료,서울전역아파트,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)
동대문구,신설동,2027-01-29,지정 종료,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20240118_p119-141|시보20241218_p364-437|시보20251217_p614-692
동대문구,용두동,2027-01-29,지정 종료,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20220826_p38-82|시보20221230_p179-233|시보20231220_p249-307|시보20240118_p119-141|시보2024
동대문구,청량리동,2027-01-29,지정 종료,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20241218_p364-437|시보20251217_p614-692
마포구,신수동,2027-01-29,지정 종료,공공재개발|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20251231_p134-146
송파구,송파동,2027-01-29,지정 종료,공공재개발|모아타운|미분류|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20220124_p7-53|시보20230118_p234-257|시보20240118_p119-141|시보20241218_p364-437|시보20251
송파구,신천동,2027-01-29,지정 종료,공공재개발|모아타운|미분류|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20220124_p7-53|시보20230118_p234-257|시보20240118_p119-141|시보20241218_p364-437|시보20251
영등포구,당산동6가,2027-01-29,지정 종료,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20241218_p364-437|시보20251217_p614-692
영등포구,대림동,2027-01-29,지정 종료,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20241218_p364-437|시보20251217_p614-692
영등포구,양평동2가,2027-01-29,지정 종료,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20240118_p119-141|시보20241218_p364-437|시보20251217_p614-692
동대문구,전농동,2027-04-04,지정 종료,공공재개발|모아타운|미분류|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20210330_p16-33|시보20220124_p7-53|시보20220323_p91-108|시보20221230_p179-233|시보20230118
동작구,본동,2027-04-04,지정 종료,공공재개발|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20210330_p16-33|시보20220323_p91-108|시보20230322_p181-205|시보20240320_p339-342|시보20250
서대문구,충정로3가,2027-04-04,지정 종료,공공재개발|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20210330_p16-33|시보20220323_p91-108|시보20230322_p181-205|시보20240320_p339-342|시보20250
성북구,성북동,2027-04-04,지정 종료,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|시보20210330_p16-33|시보20220323_p91-108|시보20220826_p
송파구,거여동,2027-04-04,지정 종료,공공재개발|서울전역아파트|신속통합기획|정비사업후보지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20210330_p16-33|시보20220323_p91-108|시보20230322_p181-205|시보20240320_p339-342|시보20250
강남구,개포동,2027-08-26,지정 종료,공공재개발|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강남구,논현동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강남구,대치동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강남구,도곡동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강남구,세곡동,2027-08-26,지정 종료,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강남구,수서동,2027-08-26,지정 종료,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강남구,신사동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강남구,압구정동,2027-08-26,지정 종료,모아타운|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20210422_p2
강남구,역삼동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강남구,율현동,2027-08-26,지정 종료,국제교류복합지구|서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강남구,일원동,2027-08-26,지정 종료,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강남구,자곡동,2027-08-26,지정 종료,국제교류복합지구|서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강남구,청담동,2027-08-26,지정 종료,공공재개발|국제교류복합지구|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보2020호3590_p
강동구,강일동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강동구,고덕동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강동구,길동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강동구,명일동,2027-08-26,지정 종료,공공재개발|국제교류복합지구|모아타운|미분류|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20220124_p7
강동구,상일동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강동구,성내동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강북구,우이동,2027-08-26,지정 종료,서울전역아파트|신규주택공급후보지|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
강서구,가양동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
강서구,개화동,2027-08-26,지정 종료,서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)
